# INSTRUMENT_ID: 1
# OBS_GROUP_ID: 55
# UNIT_ID: None
# RA: 23.427083333333332
# DEC: 3.5434166666666664
# OBS_DATE: 2024-06-27 11:23:19.170000+00:00
# REDSHIFT: None
# REDSHIFT_ERR: None
# REDSHIFT_QUALITY: None
# SPEC_PLOT_FILE: None
# SPEC_DATA_FILE: None
# SPECTRUM_NOTES: None
# REFERENCE: None
# TRANSIENT_ID: 165244
# FOLLOWUP_ID: None
# SPEC_PHASE: None
# RLAP: None
# SNID_PLOT_FILE: None

wavelength,flux,fluxerr
8327.819,8.39544e-01,2.76183e-02
8330.353,8.37278e-01,2.74135e-02
8332.886,8.08973e-01,2.75594e-02
8335.420,8.19214e-01,2.81200e-02
8337.954,8.10856e-01,3.03574e-02
8340.488,8.25138e-01,3.60996e-02
8343.022,8.28714e-01,3.94792e-02
8345.555,7.94743e-01,3.96435e-02
8348.089,7.96927e-01,3.91722e-02
8350.623,8.06032e-01,3.59529e-02
8353.157,7.93915e-01,3.26832e-02
8355.690,7.79245e-01,3.13620e-02
8358.224,7.97954e-01,3.02955e-02
8360.758,8.01656e-01,2.93428e-02
8363.292,7.99671e-01,2.89117e-02
8365.825,8.34838e-01,2.89202e-02
8368.359,8.37614e-01,2.84690e-02
8370.893,7.87717e-01,2.73008e-02
8373.427,7.83190e-01,2.67933e-02
8375.960,7.80702e-01,2.71739e-02
8378.494,7.75157e-01,2.86345e-02
8381.028,8.22213e-01,2.95875e-02
8383.562,8.21575e-01,2.97148e-02
8386.096,8.17440e-01,2.91966e-02
8388.629,8.20292e-01,2.76050e-02
8391.163,7.72881e-01,2.66701e-02
8393.697,7.95426e-01,2.94766e-02
8396.231,7.86479e-01,3.34092e-02
8398.764,7.55402e-01,3.47816e-02
8401.298,7.82596e-01,3.47356e-02
8403.832,7.98385e-01,3.24745e-02
8406.366,7.98978e-01,2.84780e-02
8408.899,7.92942e-01,2.66562e-02
8411.433,7.81922e-01,2.77934e-02
8413.967,7.68402e-01,2.85678e-02
8416.501,7.83651e-01,2.88929e-02
8419.034,7.92701e-01,2.86736e-02
8421.568,8.04233e-01,2.74661e-02
8424.102,8.18659e-01,2.86677e-02
8426.636,8.03310e-01,3.28615e-02
8429.169,7.70111e-01,3.52288e-02
8431.703,7.68950e-01,3.53589e-02
8434.237,8.08960e-01,3.37603e-02
8436.771,8.16788e-01,2.93184e-02
8439.305,7.91047e-01,2.61592e-02
8441.838,7.63646e-01,2.58852e-02
8444.372,7.87331e-01,2.64131e-02
8446.906,8.16157e-01,2.76812e-02
8449.440,7.95142e-01,2.89791e-02
8451.973,7.81884e-01,2.91567e-02
8454.507,8.10408e-01,2.88441e-02
8457.041,8.26449e-01,2.80681e-02
8459.575,8.10524e-01,2.84433e-02
8462.108,8.12768e-01,3.11965e-02
8464.642,8.04187e-01,3.28020e-02
8467.176,7.80804e-01,3.28171e-02
8469.710,7.71403e-01,3.14313e-02
8472.243,7.83599e-01,2.85939e-02
8474.777,7.79940e-01,2.69123e-02
8477.311,7.81953e-01,2.69636e-02
8479.845,7.84525e-01,2.69356e-02
8482.379,7.99568e-01,2.68496e-02
8484.912,8.06474e-01,2.66359e-02
8487.446,7.81877e-01,2.66119e-02
8489.980,7.62523e-01,2.70702e-02
8492.514,7.63312e-01,2.72916e-02
8495.047,7.93525e-01,2.72042e-02
8497.581,8.32884e-01,2.71752e-02
8500.115,8.20014e-01,2.76320e-02
8502.649,7.96732e-01,2.87462e-02
8505.182,8.04353e-01,2.92434e-02
8507.716,7.66310e-01,2.87021e-02
8510.250,7.76312e-01,2.72982e-02
8512.784,7.90626e-01,2.54872e-02
8515.317,7.90113e-01,2.48762e-02
8517.851,7.87987e-01,2.50051e-02
8520.385,7.65641e-01,2.49186e-02
8522.919,7.77735e-01,2.49783e-02
8525.452,7.84547e-01,2.49574e-02
8527.986,8.06174e-01,2.48944e-02
8530.520,8.07930e-01,2.49008e-02
8533.054,8.23267e-01,2.51466e-02
8535.588,7.99344e-01,2.52708e-02
8538.121,7.90585e-01,2.51661e-02
8540.655,7.98380e-01,2.48704e-02
8543.189,8.00336e-01,2.51009e-02
8545.723,7.98204e-01,2.58251e-02
8548.256,7.71744e-01,2.62945e-02
8550.790,7.88289e-01,2.66206e-02
8553.324,8.02370e-01,2.61369e-02
8555.858,7.86001e-01,2.51063e-02
8558.391,7.76961e-01,2.46362e-02
8560.925,7.65109e-01,2.46042e-02
8563.459,7.67242e-01,2.46239e-02
8565.993,7.69747e-01,2.45874e-02
8568.526,7.59584e-01,2.45918e-02
8571.060,7.71514e-01,2.47377e-02
8573.594,7.77962e-01,2.48147e-02
8576.128,7.75100e-01,2.48981e-02
8578.662,7.83356e-01,2.49478e-02
8581.195,7.87277e-01,2.49035e-02
8583.729,7.87518e-01,2.51284e-02
8586.263,7.99437e-01,2.53256e-02
8588.797,8.05334e-01,2.53063e-02
8591.330,7.98966e-01,2.55307e-02
8593.864,7.86319e-01,2.55672e-02
8596.398,7.77396e-01,2.54031e-02
8598.932,7.71884e-01,2.53185e-02
8601.465,7.86688e-01,2.52823e-02
8603.999,8.04414e-01,2.52127e-02
8606.533,8.00398e-01,2.50971e-02
8609.067,7.90955e-01,2.52413e-02
8611.600,7.61355e-01,2.56618e-02
8614.134,7.39111e-01,2.65088e-02
8616.668,7.52783e-01,2.77495e-02
8619.202,7.47557e-01,2.89448e-02
8621.736,7.39880e-01,3.03160e-02
8624.269,7.76273e-01,3.17235e-02
8626.803,7.85973e-01,3.26261e-02
8629.337,7.59764e-01,3.30934e-02
8631.871,7.57115e-01,3.30930e-02
8634.404,7.46837e-01,3.23126e-02
8636.938,7.60314e-01,3.11575e-02
8639.472,7.97569e-01,2.97857e-02
8642.006,8.05505e-01,2.83811e-02
8644.539,7.96134e-01,2.78872e-02
8647.073,7.91504e-01,2.85797e-02
8649.607,7.93855e-01,2.98957e-02
8652.141,7.79786e-01,3.14256e-02
8654.674,7.81125e-01,3.23204e-02
8657.208,7.82045e-01,3.24570e-02
8659.742,7.83927e-01,3.22675e-02
8662.276,8.30343e-01,3.22176e-02
8664.809,8.11914e-01,3.16424e-02
8667.343,7.84051e-01,3.11220e-02
8669.877,7.45189e-01,3.05064e-02
8672.411,7.72134e-01,2.98610e-02
8674.945,7.86441e-01,2.90330e-02
8677.478,7.63206e-01,2.82094e-02
8680.012,7.86772e-01,2.77573e-02
8682.546,7.89377e-01,2.69361e-02
8685.080,7.68795e-01,2.62802e-02
8687.613,7.83759e-01,2.57535e-02
8690.147,7.34025e-01,2.50985e-02
8692.681,7.12471e-01,2.47646e-02
8695.215,7.22859e-01,2.47661e-02
8697.748,7.42468e-01,2.48128e-02
8700.282,7.53930e-01,2.47065e-02
8702.816,7.59866e-01,2.47358e-02
8705.350,7.61717e-01,2.46863e-02
8707.883,7.57565e-01,2.45490e-02
8710.417,7.58147e-01,2.43634e-02
8712.951,7.59316e-01,2.41071e-02
8715.485,7.20604e-01,2.36734e-02
8718.019,7.27052e-01,2.36983e-02
8720.552,7.40290e-01,2.39225e-02
8723.086,7.47500e-01,2.38695e-02
8725.620,7.40451e-01,2.37293e-02
8728.154,7.26567e-01,2.36162e-02
8730.687,7.38635e-01,2.36243e-02
8733.221,7.65316e-01,2.36908e-02
8735.755,7.48409e-01,2.36057e-02
8738.289,7.19346e-01,2.36535e-02
8740.822,7.24715e-01,2.37509e-02
8743.356,7.45742e-01,2.38740e-02
8745.890,7.41050e-01,2.38093e-02
8748.424,7.28227e-01,2.36719e-02
8750.957,7.31471e-01,2.36194e-02
8753.491,7.35859e-01,2.44508e-02
8756.025,7.56627e-01,2.70576e-02
8758.559,7.60699e-01,2.96856e-02
8761.092,7.47862e-01,3.18157e-02
8763.626,7.33691e-01,3.43558e-02
8766.160,7.29272e-01,3.47368e-02
8768.694,7.18896e-01,3.30521e-02
8771.228,7.10512e-01,3.24876e-02
8773.761,7.09852e-01,3.26166e-02
8776.295,6.86059e-01,3.26830e-02
8778.829,7.08573e-01,3.28235e-02
8781.363,7.27743e-01,3.16532e-02
8783.896,7.34930e-01,2.82880e-02
8786.430,7.39478e-01,2.58402e-02
8788.964,7.45924e-01,2.62455e-02
8791.498,7.49729e-01,2.64201e-02
8794.031,7.48333e-01,2.62989e-02
8796.565,7.28058e-01,2.51956e-02
8799.099,7.20254e-01,2.35758e-02
8801.633,7.36691e-01,2.30919e-02
8804.166,7.47245e-01,2.31558e-02
8806.700,7.53696e-01,2.33395e-02
8809.234,7.31775e-01,2.33627e-02
8811.768,7.28472e-01,2.33424e-02
8814.302,7.53865e-01,2.34339e-02
8816.835,7.25253e-01,2.30046e-02
8819.369,7.08700e-01,2.40675e-02
8821.903,7.19494e-01,2.98707e-02
8824.437,7.39858e-01,3.70390e-02
8826.970,7.20426e-01,3.94051e-02
8829.504,6.83639e-01,3.95212e-02
8832.038,7.12298e-01,3.77753e-02
8834.572,7.38965e-01,3.31902e-02
8837.105,7.41189e-01,3.08422e-02
8839.639,7.46702e-01,2.96474e-02
8842.173,7.54395e-01,2.71038e-02
8844.707,7.34101e-01,2.50028e-02
8847.240,7.50924e-01,2.52617e-02
8849.774,7.31291e-01,2.53729e-02
8852.308,7.32173e-01,2.52853e-02
8854.842,6.90622e-01,2.42638e-02
8857.375,6.95097e-01,2.33281e-02
8859.909,7.10645e-01,2.33192e-02
8862.443,7.06774e-01,2.48156e-02
8864.977,7.26826e-01,2.69302e-02
8867.511,7.10051e-01,2.74691e-02
8870.044,7.11006e-01,2.73119e-02
8872.578,7.23447e-01,2.59401e-02
8875.112,6.99770e-01,2.36214e-02
8877.646,6.78489e-01,2.27169e-02
8880.179,6.45695e-01,2.59816e-02
8882.713,6.56407e-01,3.17909e-02
8885.247,6.74610e-01,3.46052e-02
8887.781,6.83419e-01,3.47874e-02
8890.314,6.96085e-01,3.24377e-02
8892.848,7.05904e-01,2.69708e-02
8895.382,6.86654e-01,2.34944e-02
8897.916,6.78300e-01,2.48558e-02
8900.449,6.87785e-01,2.73559e-02
8902.983,6.95669e-01,2.82963e-02
8905.517,7.20617e-01,2.83866e-02
8908.051,7.19008e-01,2.68045e-02
8910.585,7.09105e-01,2.42662e-02
8913.118,7.01685e-01,2.51383e-02
8915.652,7.00843e-01,3.05667e-02
8918.186,6.96589e-01,3.46941e-02
8920.720,6.70517e-01,3.52489e-02
8923.253,6.69101e-01,3.44439e-02
8925.787,6.65165e-01,2.98376e-02
8928.321,6.95370e-01,2.50547e-02
8930.855,7.09940e-01,2.40616e-02
8933.388,6.92014e-01,2.36359e-02
8935.922,6.86140e-01,2.35710e-02
8938.456,6.62802e-01,2.50887e-02
8940.990,6.73997e-01,2.77371e-02
8943.523,7.09653e-01,2.88913e-02
8946.057,7.03584e-01,2.87985e-02
8948.591,7.01203e-01,2.74922e-02
8951.125,6.80040e-01,2.69042e-02
8953.658,7.00030e-01,3.17044e-02
8956.192,7.27446e-01,3.59472e-02
8958.726,6.98906e-01,3.68706e-02
8961.260,7.05905e-01,3.76990e-02
8963.794,7.08734e-01,3.40744e-02
8966.327,7.09045e-01,2.80649e-02
8968.861,6.81983e-01,2.59178e-02
8971.395,6.98613e-01,2.59957e-02
8973.929,7.08871e-01,2.60288e-02
8976.462,7.35166e-01,2.57203e-02
8978.996,7.20324e-01,2.52412e-02
8981.530,6.83470e-01,2.55104e-02
8984.064,7.06253e-01,2.81215e-02
8986.597,7.57626e-01,3.30499e-02
8989.131,7.60919e-01,3.70480e-02
8991.665,7.27603e-01,3.49682e-02
8994.199,7.23297e-01,3.01037e-02
8996.732,7.04935e-01,2.95028e-02
8999.266,7.09151e-01,3.23925e-02
9001.800,7.09104e-01,3.50004e-02
9004.334,7.01516e-01,3.58892e-02
9006.868,7.10437e-01,3.27932e-02
9009.401,7.42950e-01,2.84346e-02
9011.935,7.48395e-01,2.66991e-02
9014.469,7.41397e-01,2.67926e-02
9017.003,7.39176e-01,2.67745e-02
9019.536,7.33727e-01,2.64481e-02
9022.070,7.27561e-01,2.63399e-02
9024.604,6.98396e-01,2.61418e-02
9027.138,7.09573e-01,2.57690e-02
9029.671,7.18665e-01,2.50280e-02
9032.205,7.05778e-01,2.44891e-02
9034.739,6.98350e-01,2.46060e-02
9037.273,7.10563e-01,2.47275e-02
9039.806,7.12723e-01,2.50396e-02
9042.340,6.84825e-01,2.52255e-02
9044.874,6.60678e-01,2.55330e-02
9047.408,6.61515e-01,2.61134e-02
9049.941,6.91580e-01,2.68201e-02
9052.475,7.01727e-01,2.71045e-02
9055.009,6.91302e-01,2.56380e-02
9057.543,7.00029e-01,2.39467e-02
9060.077,7.13905e-01,2.40184e-02
9062.610,7.06108e-01,2.45275e-02
9065.144,6.89468e-01,2.47322e-02
9067.678,6.77250e-01,2.52372e-02
9070.212,6.67636e-01,2.59643e-02
9072.745,6.86613e-01,2.61286e-02
9075.279,6.83486e-01,2.54798e-02
9077.813,6.71376e-01,2.52867e-02
9080.347,6.85935e-01,2.53914e-02
9082.880,7.06289e-01,2.56113e-02
9085.414,6.88460e-01,2.54922e-02
9087.948,6.91028e-01,2.56610e-02
9090.482,6.92171e-01,2.58680e-02
9093.015,6.88361e-01,2.57057e-02
9095.549,7.11704e-01,2.61526e-02
9098.083,6.85870e-01,2.71245e-02
9100.617,6.66393e-01,2.76620e-02
9103.151,6.84679e-01,2.78231e-02
9105.684,7.02958e-01,2.79926e-02
9108.218,6.71097e-01,2.63881e-02
9110.752,6.70673e-01,2.41242e-02
9113.286,6.62017e-01,2.31784e-02
9115.819,6.38468e-01,2.37478e-02
9118.353,6.75469e-01,2.47838e-02
9120.887,7.09317e-01,2.43892e-02
9123.421,7.00885e-01,2.35378e-02
9125.954,6.98928e-01,2.37166e-02
9128.488,6.77608e-01,2.46789e-02
9131.022,6.79889e-01,2.63865e-02
9133.556,6.69787e-01,2.76186e-02
9136.089,6.71739e-01,2.73552e-02
9138.623,6.94047e-01,2.58882e-02
9141.157,6.92437e-01,2.43561e-02
9143.691,6.63088e-01,2.31337e-02
9146.224,6.88661e-01,2.33721e-02
9148.758,7.05638e-01,2.47103e-02
9151.292,6.95785e-01,2.72257e-02
9153.826,6.86131e-01,2.96561e-02
9156.360,6.87354e-01,2.95273e-02
9158.893,6.89006e-01,2.77485e-02
9161.427,6.59055e-01,2.58334e-02
9163.961,6.58240e-01,2.45096e-02
9166.495,6.43163e-01,2.35847e-02
9169.028,6.55303e-01,2.39077e-02
9171.562,6.77675e-01,2.55654e-02
9174.096,6.74855e-01,2.70440e-02
9176.630,6.92102e-01,2.69058e-02
9179.163,6.77608e-01,2.54044e-02
9181.697,6.66148e-01,2.43577e-02
9184.231,6.72925e-01,2.38762e-02
9186.765,6.78724e-01,2.33854e-02
9189.298,6.83922e-01,2.29774e-02
9191.832,6.75393e-01,2.31564e-02
9194.366,6.83897e-01,2.38264e-02
9196.900,6.84296e-01,2.36020e-02
9199.434,6.32730e-01,2.23414e-02
9201.967,6.18290e-01,2.17441e-02
9204.501,6.58064e-01,2.22299e-02
9207.035,6.72101e-01,2.25581e-02
9209.569,6.70619e-01,2.26837e-02
9212.102,6.77820e-01,2.33654e-02
9214.636,6.99505e-01,2.44697e-02
9217.170,7.12519e-01,2.48215e-02
9219.704,6.83500e-01,2.43679e-02
9222.237,6.68329e-01,2.44440e-02
9224.771,6.84960e-01,2.45493e-02
9227.305,7.01178e-01,2.51208e-02
9229.839,7.02512e-01,2.55771e-02
9232.372,6.90809e-01,2.50708e-02
9234.906,7.26097e-01,2.48572e-02
9237.440,7.22526e-01,2.43136e-02
9239.974,6.79552e-01,2.37030e-02
9242.507,6.61980e-01,2.35701e-02
9245.041,6.67405e-01,2.35990e-02
9247.575,6.77733e-01,2.36834e-02
9250.109,6.42490e-01,2.35226e-02
9252.643,6.28146e-01,2.30811e-02
9255.176,6.61391e-01,2.29679e-02
9257.710,6.69617e-01,2.30518e-02
9260.244,6.50034e-01,2.31379e-02
9262.778,6.42356e-01,2.28568e-02
9265.311,6.42676e-01,2.24132e-02
9267.845,6.43473e-01,2.23541e-02
9270.379,6.45327e-01,2.25380e-02
9272.913,6.26555e-01,2.28135e-02
9275.446,6.25291e-01,2.40196e-02
9277.980,6.80318e-01,2.59939e-02
9280.514,6.91099e-01,2.68272e-02
9283.048,6.73964e-01,2.73187e-02
9285.581,6.75903e-01,2.77066e-02
9288.115,6.99436e-01,2.78005e-02
9290.649,7.10054e-01,2.84167e-02
9293.183,7.05383e-01,2.93748e-02
9295.717,7.30153e-01,3.12626e-02
9298.250,7.26624e-01,3.33686e-02
9300.784,7.34232e-01,3.79143e-02
9303.318,7.62661e-01,4.54479e-02
9305.852,7.42532e-01,5.34542e-02
9308.385,7.49900e-01,6.58918e-02
9310.919,7.88878e-01,7.69533e-02
9313.453,7.70123e-01,8.42182e-02
9315.987,8.61234e-01,9.12018e-02
9318.520,9.05170e-01,9.03327e-02
9321.054,7.95382e-01,8.68900e-02
9323.588,7.87892e-01,8.58367e-02
9326.122,8.39384e-01,7.94608e-02
9328.655,8.25225e-01,6.61783e-02
9331.189,7.92894e-01,5.58917e-02
9333.723,8.56746e-01,6.10347e-02
9336.257,8.67350e-01,7.34270e-02
9338.790,8.23680e-01,7.91735e-02
9341.324,7.80142e-01,8.53280e-02
9343.858,8.16494e-01,8.14687e-02
9346.392,8.99054e-01,6.21265e-02
9348.926,8.49241e-01,4.75812e-02
9351.459,7.83993e-01,4.57363e-02
9353.993,7.80776e-01,5.36852e-02
9356.527,8.25775e-01,6.00848e-02
9359.061,8.28326e-01,5.29231e-02
9361.594,7.72387e-01,4.49997e-02
9364.128,7.38814e-01,4.46939e-02
9366.662,7.76399e-01,5.54226e-02
9369.196,8.28770e-01,8.97721e-02
9371.729,9.42029e-01,1.28499e-01
9374.263,9.28912e-01,1.39565e-01
9376.797,8.47528e-01,1.47746e-01
9379.331,9.43427e-01,1.49312e-01
9381.864,8.70999e-01,1.07799e-01
9384.398,7.90844e-01,6.20852e-02
9386.932,7.62734e-01,4.17495e-02
9389.466,7.15444e-01,3.31749e-02
9392.000,7.03798e-01,2.92391e-02
9394.533,6.87517e-01,2.87034e-02
9397.067,6.93741e-01,3.16743e-02
9399.601,6.86697e-01,3.67118e-02
9402.135,7.17795e-01,3.91284e-02
9404.668,7.01184e-01,3.79836e-02
9407.202,6.80965e-01,3.73781e-02
9409.736,7.14227e-01,3.55051e-02
9412.270,7.15401e-01,3.52597e-02
9414.803,6.56103e-01,3.92103e-02
9417.337,6.72448e-01,4.52672e-02
9419.871,6.87487e-01,4.71203e-02
9422.405,7.04580e-01,4.91560e-02
9424.938,7.51048e-01,5.44336e-02
9427.472,7.52100e-01,5.38511e-02
9430.006,7.51128e-01,4.55140e-02
9432.540,7.40572e-01,4.02094e-02
9435.074,7.51146e-01,4.74359e-02
9437.607,7.62672e-01,6.94373e-02
9440.141,7.62761e-01,1.04247e-01
9442.675,6.93482e-01,1.06434e-01
9445.209,7.58025e-01,7.13594e-02
9447.742,7.82233e-01,4.44132e-02
9450.276,7.27312e-01,3.72194e-02
9452.810,7.76881e-01,4.59312e-02
9455.344,8.32837e-01,6.52194e-02
9457.877,7.61739e-01,8.03507e-02
9460.411,6.48800e-01,7.73038e-02
9462.945,7.01630e-01,6.33303e-02
9465.479,7.47101e-01,4.81847e-02
9468.012,7.14355e-01,4.01385e-02
9470.546,6.75231e-01,4.37683e-02
9473.080,6.53077e-01,5.47482e-02
9475.614,7.01075e-01,6.34850e-02
9478.147,7.24676e-01,7.26387e-02
9480.681,7.02390e-01,7.41357e-02
9483.215,6.70410e-01,5.65322e-02
9485.749,6.63252e-01,3.88321e-02
9488.283,6.74885e-01,3.18501e-02
9490.816,6.64903e-01,3.28516e-02
9493.350,6.54078e-01,3.95061e-02
9495.884,6.85719e-01,5.34864e-02
9498.418,7.70255e-01,7.58684e-02
9500.951,8.53677e-01,7.71174e-02
9503.485,7.90864e-01,5.88231e-02
9506.019,6.75632e-01,4.27956e-02
9508.553,6.35304e-01,3.33345e-02
9511.086,6.29627e-01,2.96111e-02
9513.620,6.43767e-01,3.22922e-02
9516.154,7.07002e-01,3.93684e-02
9518.688,7.26526e-01,4.65033e-02
9521.221,6.79681e-01,4.80038e-02
9523.755,6.88598e-01,4.52705e-02
9526.289,7.05033e-01,4.19703e-02
9528.823,6.99179e-01,3.82296e-02
9531.357,7.02607e-01,3.56638e-02
9533.890,6.45939e-01,3.46329e-02
9536.424,6.53869e-01,3.43446e-02
9538.958,6.77070e-01,3.52374e-02
9541.492,7.07832e-01,3.80339e-02
9544.025,7.53234e-01,4.13121e-02
9546.559,7.70813e-01,4.42011e-02
9549.093,7.70791e-01,4.76781e-02
9551.627,7.66871e-01,5.14826e-02
9554.160,7.92164e-01,5.52893e-02
9556.694,7.18691e-01,5.12654e-02
9559.228,6.15031e-01,4.26023e-02
9561.762,6.75619e-01,4.51074e-02
9564.295,7.56297e-01,5.80888e-02
9566.829,7.18411e-01,6.27190e-02
9569.363,7.45149e-01,5.57736e-02
9571.897,7.11084e-01,4.32138e-02
9574.430,6.62632e-01,3.26785e-02
9576.964,6.48633e-01,3.01069e-02
9579.498,6.33131e-01,3.12238e-02
9582.032,6.44074e-01,3.14029e-02
9584.566,6.30732e-01,3.13608e-02
9587.099,6.36812e-01,3.40121e-02
9589.633,6.86939e-01,3.87196e-02
9592.167,7.24733e-01,3.90299e-02
9594.701,6.58742e-01,3.51426e-02
9597.234,6.30272e-01,3.13809e-02
9599.768,6.16613e-01,2.90925e-02
9602.302,6.04774e-01,3.01781e-02
9604.836,6.07745e-01,3.31422e-02
9607.369,6.23460e-01,3.42707e-02
9609.903,6.48402e-01,3.29784e-02
9612.437,6.14501e-01,3.03467e-02
9614.971,6.02147e-01,3.04060e-02
9617.504,6.34310e-01,3.40522e-02
9620.038,6.37824e-01,3.81276e-02
9622.572,6.54737e-01,4.00447e-02
9625.106,6.91984e-01,3.77821e-02
9627.640,6.58482e-01,3.17813e-02
9630.173,6.12153e-01,2.72667e-02
9632.707,5.86092e-01,2.65171e-02
9635.241,5.81166e-01,2.84754e-02
9637.775,5.93660e-01,2.99477e-02
9640.308,5.99452e-01,2.95200e-02
9642.842,6.00340e-01,2.90664e-02
9645.376,6.06112e-01,2.89359e-02
9647.910,6.02037e-01,2.83458e-02
9650.443,5.81004e-01,2.73860e-02
9652.977,5.81961e-01,2.70528e-02
9655.511,6.01980e-01,2.76829e-02
9658.045,6.30135e-01,2.89660e-02
9660.578,6.20467e-01,3.06171e-02
9663.112,5.80110e-01,3.27939e-02
9665.646,5.97265e-01,3.42611e-02
9668.180,5.92835e-01,3.35177e-02
9670.713,5.81965e-01,3.13979e-02
9673.247,5.80912e-01,2.84511e-02
9675.781,5.54338e-01,2.71722e-02
9678.315,5.54141e-01,2.95284e-02
9680.849,5.70246e-01,3.18048e-02
9683.382,5.78937e-01,3.14020e-02
9685.916,5.68672e-01,2.95092e-02
9688.450,5.88727e-01,2.75385e-02
9690.984,5.76897e-01,2.69336e-02
9693.517,5.48992e-01,2.81954e-02
9696.051,5.68343e-01,3.07552e-02
9698.585,5.80037e-01,3.24543e-02
9701.119,5.96796e-01,3.28749e-02
9703.652,5.68824e-01,3.06994e-02
9706.186,5.71034e-01,2.76671e-02
9708.720,5.63839e-01,2.66338e-02
9711.254,5.56822e-01,2.72908e-02
9713.787,5.67367e-01,3.02008e-02
9716.321,5.57342e-01,3.32297e-02
9718.855,5.32873e-01,3.40931e-02
9721.389,5.42086e-01,3.44749e-02
9723.923,5.41332e-01,3.34128e-02
9726.456,5.48984e-01,2.98891e-02
9728.990,5.45008e-01,2.72847e-02
9731.524,5.54885e-01,2.80532e-02
9734.058,5.46928e-01,3.10385e-02
9736.591,5.68085e-01,3.28938e-02
9739.125,5.81128e-01,3.29830e-02
9741.659,5.68204e-01,3.19620e-02
9744.193,5.41349e-01,2.99795e-02
9746.726,5.33776e-01,2.85560e-02
9749.260,5.22945e-01,2.78847e-02
9751.794,5.50015e-01,2.71460e-02
9754.328,5.52826e-01,2.68869e-02
9756.861,5.84744e-01,2.70569e-02
9759.395,5.73663e-01,2.69339e-02
9761.929,5.72451e-01,2.70075e-02
9764.463,5.62763e-01,2.63218e-02
9766.996,5.50092e-01,2.49547e-02
9769.530,5.61149e-01,2.40506e-02
9772.064,5.62597e-01,2.38206e-02
9774.598,5.42029e-01,2.41358e-02
9777.132,5.45456e-01,2.48972e-02
9779.665,5.41290e-01,2.57424e-02
9782.199,5.46521e-01,2.67158e-02
9784.733,5.62901e-01,2.94020e-02
9787.267,5.77206e-01,3.33304e-02
9789.800,5.80836e-01,3.62412e-02
9792.334,5.72344e-01,3.75491e-02
9794.868,5.50043e-01,3.64739e-02
9797.402,5.26422e-01,3.40667e-02
9799.935,5.14403e-01,3.27630e-02
9802.469,5.05374e-01,3.20229e-02
9805.003,5.23522e-01,3.02467e-02
9807.537,5.54025e-01,2.88931e-02
9810.070,5.43088e-01,2.85905e-02
9812.604,5.45959e-01,2.88173e-02
9815.138,5.65226e-01,2.88861e-02
9817.672,5.41696e-01,2.77616e-02
9820.206,5.46872e-01,2.70973e-02
9822.739,5.67393e-01,2.69590e-02
9825.273,5.47198e-01,2.66826e-02
9827.807,5.43976e-01,2.68842e-02
9830.341,5.57916e-01,2.64948e-02
9832.874,5.43454e-01,2.56242e-02
9835.408,5.52422e-01,2.51537e-02
9837.942,5.39468e-01,2.47828e-02
9840.476,5.32568e-01,2.52780e-02
9843.009,5.39350e-01,2.74975e-02
9845.543,5.46286e-01,3.04046e-02
9848.077,5.49090e-01,3.17078e-02
9850.611,5.39672e-01,3.12759e-02
9853.144,5.28288e-01,2.89215e-02
9855.678,5.31586e-01,2.61878e-02
9858.212,5.26869e-01,2.49221e-02
9860.746,5.32762e-01,2.50137e-02
9863.279,5.55445e-01,2.64372e-02
9865.813,5.38734e-01,3.08744e-02
9868.347,5.37109e-01,3.85388e-02
9870.881,5.79026e-01,4.39039e-02
9873.415,5.48578e-01,4.45466e-02
9875.948,5.29217e-01,4.16313e-02
9878.482,5.64652e-01,3.46067e-02
9881.016,5.93163e-01,2.91819e-02
9883.550,5.80075e-01,2.78876e-02
9886.083,5.76958e-01,2.81778e-02
9888.617,5.54118e-01,2.96577e-02
9891.151,5.28369e-01,3.27434e-02
9893.685,5.20638e-01,3.46885e-02
9896.218,5.22704e-01,3.50589e-02
9898.752,5.27699e-01,3.32653e-02
9901.286,5.46100e-01,2.99068e-02
9903.820,5.60343e-01,2.78281e-02
9906.353,5.40168e-01,2.86342e-02
9908.887,5.60310e-01,3.44514e-02
9911.421,5.76079e-01,4.17794e-02
9913.955,5.26813e-01,4.50007e-02
9916.489,5.11639e-01,4.50562e-02
9919.022,5.43777e-01,4.15473e-02
9921.556,5.45932e-01,3.41897e-02
9924.090,5.33786e-01,2.92098e-02
9926.624,5.06895e-01,2.75921e-02
9929.157,5.17763e-01,2.76327e-02
9931.691,5.27393e-01,2.83151e-02
9934.225,5.30049e-01,3.03555e-02
9936.759,5.43258e-01,3.62533e-02
9939.292,5.55884e-01,4.42179e-02
9941.826,5.33456e-01,5.26813e-02
9944.360,5.07758e-01,5.83283e-02
9946.894,5.16430e-01,5.88249e-02
9949.427,5.15757e-01,5.63284e-02
9951.961,5.36225e-01,5.41516e-02
9954.495,5.73849e-01,5.35598e-02
9957.029,5.32632e-01,5.50563e-02
9959.562,5.16899e-01,5.61608e-02
9962.096,5.71870e-01,5.25680e-02
9964.630,5.81028e-01,4.67515e-02
9967.164,5.75043e-01,4.22156e-02
9969.698,5.60741e-01,3.94058e-02
9972.231,5.52504e-01,3.86291e-02
9974.765,5.38080e-01,3.81409e-02
9977.299,5.42914e-01,3.67062e-02
9979.833,5.75266e-01,3.46497e-02
